ประทับเวลา,1. เพศ,2. อายุ,จำนวนบุตรที่มีทั้งหมด,3. ระดับการศึกษา,4. อาชีพ,5. จำนวนสมาชิกในครอบครัวมีจำนวนทั้งหมดกี่คน โดยนับรวมผู้ตอบแบบสอบถามด้วย  ,6. ลักษณะที่พักอาศัย,สถานะการครอบครองที่พักอาศัย,7. พื้นที่จอดรถ,8. รายได้เฉลี่ยต่อเดือน,1. ปัจจุบันท่านมีรถยนต์หรือไม่,2. ลักษณะการใช้งานรถยนต์,3. ความถี่ในการใช้รถยนต์,4. ระยะทางในการใช้งานรถยนต์โดยเฉลี่ยต่อวัน,5. ข้อกังวลหรือปัญหาในการใช้รถยนต์,6. ประสบการณ์ประเภทรถยนต์ที่เคยใช้,1. สิ่งสำคัญในการเลือกซื้อรถยนต์ ,2. งบประมาณที่มีในการซื้อรถยนต์,  3. วัตถุประสงค์ในการตัดสินใจเลือกซื้อรถยนต์ ,4. ท่านมีแนวโน้มจะซื้อรถยนต์ตามประเภทเชื้อเพลิงที่ท่านสนใจหรือไม่,5. หากต้องเลือกซื้อรถยนต์ ท่านสนใจรถประเภทใดมากที่สุด,6. เหตุผลในการเลือกประเภทรถยนต์ดังกล่าว  ,ปัจจัยด้านผลิตภัณฑ์ [ประเภทพลังงานของรถยนต์มีความเหมาะสมกับการใช้งาน],ปัจจัยด้านผลิตภัณฑ์ [การเติมพลังงานสำหรับรถยนต์ ไม่ว่าจะเป็นการเติมเชื้อเพลิงหรือการชาร์จไฟฟ้า มีความสะดวกต่อการใช้งาน],ปัจจัยด้านผลิตภัณฑ์ [การออกแบบรูปลักษณ์ภายนอกมีความล้ำสมัย สวยงาม],ปัจจัยด้านผลิตภัณฑ์ [ระบบภายในรถยนต์มีความทันสมัย มีสิ่งอำนวยความสะดวกที่เหมาะสม],ปัจจัยด้านผลิตภัณฑ์ [แบรนด์รถยนต์เป็นที่รู้จักและมีความน่าเชื่อถือ],ปัจจัยด้านราคา [ค่าใช้จ่ายในการบำรุงรักษาซ่อมแซมรถยนต์อยู่ในระดับที่เหมาะสม],"ปัจจัยด้านราคา [ค่าใช้จ่ายในการครอบครองรถยนต์ (ผ่อนชำระ, พลังงาน, ภาษี) ยอมรับได้]",ปัจจัยด้านราคา [มูลค่าการขายต่อของรถยนต์อยู่ในระดับที่เหมาะสม],ปัจจัยด้านราคา [ค่าเบี้ยประกันภัยอยู่ในระดับที่เหมาะสม],ปัจจัยด้านช่องทางการจัดจำหน่าย [จำนวนศูนย์บริการในเขตพื้นที่มีเพียงพอและเข้าถึงได้สะดวก],ปัจจัยด้านช่องทางการจัดจำหน่าย [จำนวนศูนย์บริการทั่วประเทศมีเพียงพอรองรับการใช้งาน],ปัจจัยด้านช่องทางการจัดจำหน่าย [ตัวแทนจำหน่ายและศูนย์บริการมีความน่าเชื่อถือ],ปัจจัยด้านการส่งเสริมการตลาด [มีบริการหลังการขายและการรับประกันที่คุ้มค่า],ปัจจัยด้านการส่งเสริมการตลาด [โปรโมชั่นและเงื่อนไขการผ่อนชำระช่วยให้การตัดสินใจซื้อรถง่ายขึ้น],ปัจจัยด้านการส่งเสริมการตลาด [ข้อมูลรีวิวจากสื่อออนไลน์ช่วยให้การตัดสินใจซื้อรถง่ายขึ้น],ปัจจัยด้านพนักงานและกระบวนการ [พนักงานมีมนุษยสัมพันธ์ที่ดี สุภาพ และสร้างความเชื่อมั่นให้แก่ลูกค้า],ปัจจัยด้านพนักงานและกระบวนการ [พนักงานสามารถให้คำแนะนำเกี่ยวกับรถยนต์ได้อย่างเหมาะสม],ปัจจัยด้านพนักงานและกระบวนการ [พนักงานมีความรู้ความเชี่ยวชาญเกี่ยวกับรถยนต์เป็นอย่างดี],ปัจจัยด้านพนักงานและกระบวนการ [ขั้นตอนการซื้อและการให้บริการมีความสะดวกไม่ซับซ้อน],ปัจจัยด้านสภาพแวดล้อมทางกายภาพ [ศูนย์บริการมีความสะอาด เป็นระเบียบ และมีความน่าเชื่อถือ],ปัจจัยด้านสภาพแวดล้อมทางกายภาพ [สภาพแวดล้อมของศูนย์บริการเอื้อต่อการใช้บริการ]
"23/7/2026, 22:28:35",หญิง,20-23 ปี,1 คน,ปวช. / ปวส.,พนักงานเอกชน,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"ต่ำกว่า 15,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,สมรรถนะในการขับขี่,"500,001-800,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อความสะดวกในการเดินทาง, เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน",มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,5,4,5,4,4,5,5,4,4,4,4,5,5,5,3,4,5,5,4,4,3
"23/7/2026, 22:28:36",ชาย,31-40 ปี,ไม่มีบุตร,ปวช. / ปวส.,พนักงานเอกชน,3-4 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"25,001-35,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,"ค่าน้ำมัน, สมรรถนะในการขับขี่","500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,5,4,4,3,3,5,5,2,5,3,4,5,5,4,3,5,3,4,4,5
"23/7/2026, 22:28:37",หญิง,31-40 ปี,ไม่มีบุตร,ต่ำกว่า ม.3,อาชีพอิสระ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"50,001-75,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,การรับประกันและบริการหลังการขาย,"500,001-800,000 บาท",เพื่อความสะดวกในการเดินทาง,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ราคาซื้อเริ่มต้น, ประหยัดค่าเชื้อเพลิง",4,4,5,4,3,5,4,4,4,4,3,4,5,4,5,5,4,5,4,5,5
"23/7/2026, 22:28:38",หญิง,41-50 ปี,1 คน,ม.3,รัฐวิสาหกิจ,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"ต่ำกว่า 15,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,สมรรถนะในการขับขี่,"800,001-1,200,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,3,5,5,5,5,5,4,4,5,4,5,5,2,4,5,3,5,5,4,5,5
"23/7/2026, 22:28:38",ชาย,31-40 ปี,1 คน,ปริญญาตรี,ข้าราชการ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนกลาง / เช่า,"50,001-75,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,การรับประกันและบริการหลังการขาย,"800,001-1,200,000 บาท",เพื่อใช้ในการค้าขาย,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,5,5,4,5,4,5,5,3,4,3,4,5,5,5,4,5,5,5,5,5,5
"23/7/2026, 22:28:39",หญิง,24-26 ปี,ไม่มีบุตร,ต่ำกว่า ม.3,ค้าขาย,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,ไม่มีที่จอดรถ,"25,001-35,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,ค่าไฟฟ้า,"800,001-1,200,000 บาท",เพื่อใช้ในการค้าขาย,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ราคาซื้อเริ่มต้น, ค่าบำรุงรักษา",3,5,5,5,5,4,5,3,5,5,4,5,5,5,4,4,5,3,5,5,4
"23/7/2026, 22:28:40",ชาย,20-23 ปี,2 คน,ต่ำกว่า ม.3,พนักงานเอกชน,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"25,001-35,000 บาท",มี,ขับในเมือง,ใช้เป็นครั้งคราว,31-50 กิโลเมตร,ราคาน้ำมัน,รถยนต์ไฮบริด (Hybrid),ค่าน้ำมัน,"500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฟฟ้า (EV),"ประหยัดค่าเชื้อเพลิง, ความสะดวกในการใช้งาน",5,5,3,4,4,4,4,5,4,3,3,5,4,5,5,4,4,5,4,4,5
"23/7/2026, 22:28:41",หญิง,31-40 ปี,1 คน,ม.3,นักเรียน / นักศึกษา,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,ไม่มีที่จอดรถ,"ต่ำกว่า 15,000 บาท",มี,ขับในเมือง,1-2 วัน / สัปดาห์,10-30 กิโลเมตร,ราคาน้ำมัน,รถยนต์สันดาป (ดีเซล / เบนซิน),สมรรถนะในการขับขี่,"500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,3,5,5,5,4,2,4,5,5,5,5,5,4,4,4,4,4,4,5,3,3
"23/7/2026, 22:28:42",หญิง,41-50 ปี,1 คน,ปริญญาเอก,รัฐวิสาหกิจ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"25,001-35,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,สมรรถนะในการขับขี่,"500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฟฟ้า (EV),"ราคาซื้อเริ่มต้น, ค่าบำรุงรักษา",3,5,5,5,3,3,5,4,5,5,5,3,5,4,3,4,5,4,5,3,4
"23/7/2026, 22:28:42",หญิง,41-50 ปี,ไม่มีบุตร,ปริญญาโท,อาชีพอิสระ,1-2 คน,คอนโด / อพาร์ตเมนต์ / หอพัก,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"25,001-35,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,"รูปลักษณ์ / ดีไซน์, การรับประกันและบริการหลังการขาย","500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,5,5,3,5,5,5,4,5,4,4,4,5,4,4,3,5,5,5,5,4
"23/7/2026, 22:28:43",หญิง,20-23 ปี,2 คน,ต่ำกว่า ม.3,รัฐวิสาหกิจ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนกลาง / เช่า,"15,001-25,000 บาท",มี,ขับในเมือง,1-2 วัน / สัปดาห์,น้อยกว่า 10 กิโลเมตร,มูลค่าการขายต่อ,"รถยนต์สันดาป (ดีเซล / เบนซิน), รถยนต์ไฟฟ้า (EV)",สมรรถนะในการขับขี่,"800,001-1,200,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,5,5,3,3,5,5,5,4,5,3,4,2,5,5,5,3,4,5,4,5,5
"23/7/2026, 22:28:44",หญิง,51-60 ปี,3 คน,ปริญญาตรี,พนักงานเอกชน,3-4 คน,บ้านเดี่ยว / บ้านแฝด,เช่า,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,สมรรถนะในการขับขี่,"800,001-1,200,000 บาท",เพื่อใช้ในการเดินทางท่องเที่ยว,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฟฟ้า (EV),ค่าบำรุงรักษา,5,5,5,5,5,4,4,5,4,5,5,5,5,5,4,4,5,5,4,5,5
"23/7/2026, 22:28:44",หญิง,27-30 ปี,2 คน,ปวช. / ปวส.,รัฐวิสาหกิจ,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,ค่าซ่อมบำรุง,"500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),ค่าบำรุงรักษา,5,4,5,5,5,3,4,4,4,4,3,4,4,5,4,5,4,5,5,4,5
"23/7/2026, 22:28:45",ชาย,41-50 ปี,ไม่มีบุตร,ปริญญาตรี,นักเรียน / นักศึกษา,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนกลาง / เช่า,"15,001-25,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,การรับประกันและบริการหลังการขาย,"ต่ำกว่า 500,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฟฟ้า (EV),ความสะดวกในการใช้งาน,3,4,4,4,3,5,5,2,4,4,5,4,4,5,5,5,5,4,5,4,5
"23/7/2026, 22:28:46",หญิง,31-40 ปี,ไม่มีบุตร,ปริญญาโท,ค้าขาย,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,"ค่าซ่อมบำรุง, สมรรถนะในการขับขี่","500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,4,4,3,3,5,3,3,5,5,4,5,5,4,4,5,4,5,5,5,5
"23/7/2026, 22:28:47",หญิง,20-23 ปี,2 คน,ต่ำกว่า ม.3,รัฐวิสาหกิจ,5 คนขึ้นไป,คอนโด / อพาร์ตเมนต์ / หอพัก,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"35,001-50,000 บาท",มี,ขับในเมือง,ใช้เป็นครั้งคราว,10-30 กิโลเมตร,ราคาน้ำมัน,รถยนต์สันดาป (ดีเซล / เบนซิน),"ความสามารถในการผ่อนชำระ, ค่าน้ำมัน, สมรรถนะในการขับขี่","1,200,000-1,500,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ราคาซื้อเริ่มต้น,5,5,5,4,5,3,5,3,5,4,5,4,5,5,5,4,4,2,4,4,5
"23/7/2026, 22:28:48",ชาย,27-30 ปี,1 คน,ปริญญาตรี,รัฐวิสาหกิจ,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท",มี,ขับในเมือง,ใช้เป็นครั้งคราว,31-50 กิโลเมตร,"อายุการใช้งาน, ค่าใช้จ่ายในการซ่อมบำรุง",รถยนต์สันดาป (ดีเซล / เบนซิน),"ค่าน้ำมัน, ค่าซ่อมบำรุง","500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,3,5,3,5,5,5,4,4,5,4,5,4,5,4,5,3,4,4,4,5
"23/7/2026, 22:28:48",ชาย,41-50 ปี,ไม่มีบุตร,ปวช. / ปวส.,เจ้าของกิจการ,1-2 คน,คอนโด / อพาร์ตเมนต์ / หอพัก,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"25,001-35,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,"ค่าไฟฟ้า, สมรรถนะในการขับขี่, รูปลักษณ์ / ดีไซน์","800,001-1,200,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ราคาซื้อเริ่มต้น, เทคโนโลยีและความทันสมัย",4,5,3,2,5,4,4,5,3,4,5,4,5,4,4,4,5,5,5,5,4
"23/7/2026, 22:28:49",ชาย,31-40 ปี,3 คน,ปริญญาเอก,พนักงานเอกชน,3-4 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"35,001-50,000 บาท",มี,ขับนอกเมือง,1-2 วัน / สัปดาห์,10-30 กิโลเมตร,"ราคาน้ำมัน, ปั๊มน้ำมัน / สถานีชาร์จ",รถยนต์ไฮบริด (Hybrid),"รูปลักษณ์ / ดีไซน์, การรับประกันและบริการหลังการขาย","1,200,000-1,500,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน",มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ราคาซื้อเริ่มต้น, เทคโนโลยีและความทันสมัย",3,5,4,4,4,4,5,4,2,4,5,3,5,5,4,2,5,4,5,5,4
"23/7/2026, 22:28:50",ชาย,31-40 ปี,ไม่มีบุตร,ปวช. / ปวส.,ข้าราชการ,1-2 คน,คอนโด / อพาร์ตเมนต์ / หอพัก,เช่า,ไม่มีที่จอดรถ,"35,001-50,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,ใช้เป็นครั้งคราว,71-90 กิโลเมตร,"อายุการใช้งาน, มูลค่าการขายต่อ",รถยนต์สันดาป (ดีเซล / เบนซิน),สมรรถนะในการขับขี่,"800,001-1,200,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อความสะดวกในการเดินทาง",มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),ค่าบำรุงรักษา,5,4,4,5,5,5,4,4,5,4,5,5,4,4,5,4,3,5,5,5,5
"23/7/2026, 22:28:51",หญิง,31-40 ปี,ไม่มีบุตร,ม.3,อาชีพอิสระ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนกลาง / เช่า,"15,001-25,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,1-2 วัน / สัปดาห์,31-50 กิโลเมตร,ราคาน้ำมัน,"รถยนต์สันดาป (ดีเซล / เบนซิน), รถยนต์ไฮบริด (Hybrid)",สมรรถนะในการขับขี่,"500,001-800,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อใช้ในการค้าขาย",ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),ค่าบำรุงรักษา,4,4,3,5,4,4,4,4,5,5,4,3,4,4,5,5,5,5,5,5,4
"23/7/2026, 22:28:51",ชาย,31-40 ปี,ไม่มีบุตร,ปริญญาตรี,พนักงานเอกชน,5 คนขึ้นไป,บ้านเดี่ยว / บ้านแฝด,เป็นเจ้าของ,ไม่มีที่จอดรถ,"25,001-35,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,สมรรถนะในการขับขี่,"500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ค่าบำรุงรักษา, ความสะดวกในการใช้งาน",5,5,5,4,3,4,5,5,3,5,3,4,4,5,5,5,5,5,4,4,4
"23/7/2026, 22:28:52",ชาย,24-26 ปี,ไม่มีบุตร,ปริญญาตรี,นักเรียน / นักศึกษา,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนกลาง / เช่า,"25,001-35,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,ราคา,"500,001-800,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อใช้ในการค้าขาย, เพื่อความสะดวกในการเดินทาง, เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน",มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,5,5,5,4,5,5,4,5,3,5,4,4,4,4,4,3,3,5,4,5,5
"23/7/2026, 22:28:53",หญิง,41-50 ปี,1 คน,ปริญญาตรี,ข้าราชการ,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนกลาง / เช่า,"15,001-25,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,สมรรถนะในการขับขี่,"500,001-800,000 บาท",เพื่อใช้ในการเดินทางท่องเที่ยว,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),ค่าบำรุงรักษา,5,5,5,5,4,4,5,5,5,5,5,4,5,4,5,5,3,4,5,5,5
"23/7/2026, 22:28:53",ชาย,51-60 ปี,1 คน,ปริญญาตรี,รัฐวิสาหกิจ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"มากกว่า 75,000",มี,ขับทั้งในเมืองและนอกเมือง,ใช้เป็นครั้งคราว,น้อยกว่า 10 กิโลเมตร,ราคาน้ำมัน,รถยนต์ไฟฟ้า (EV),สมรรถนะในการขับขี่,"1,200,000-1,500,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฟฟ้า (EV),ค่าบำรุงรักษา,4,5,4,4,4,4,5,5,4,5,4,4,4,5,5,5,4,5,5,5,5
"23/7/2026, 22:28:54",ชาย,27-30 ปี,1 คน,ม.6,พนักงานเอกชน,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท",มี,ขับทั้งในเมืองและนอกเมือง,5-6 วัน / สัปดาห์,31-50 กิโลเมตร,ราคาน้ำมัน,รถยนต์สันดาป (ดีเซล / เบนซิน),"สมรรถนะในการขับขี่, การรับประกันและบริการหลังการขาย","500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์ไฮบริด (Hybrid),ค่าบำรุงรักษา,5,5,5,5,3,5,5,5,3,5,5,4,5,4,5,4,5,5,4,4,3
"23/7/2026, 22:28:55",ชาย,24-26 ปี,1 คน,ปริญญาเอก,ข้าราชการ,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนกลาง / เช่า,"35,001-50,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,สมรรถนะในการขับขี่,"800,001-1,200,000 บาท",เพื่อใช้ในการเดินทางท่องเที่ยว,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ค่าบำรุงรักษา, เป็นมิตรต่อสิ่งแวดล้อม",4,4,5,4,3,4,4,5,4,4,5,5,3,4,4,5,5,5,5,5,4
"23/7/2026, 22:28:56",ชาย,20-23 ปี,1 คน,ม.6,ข้าราชการ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"15,001-25,000 บาท",มี,ขับในเมือง,ใช้เป็นครั้งคราว,น้อยกว่า 10 กิโลเมตร,ราคาน้ำมัน,รถยนต์สันดาป (ดีเซล / เบนซิน),รูปลักษณ์ / ดีไซน์,"1,200,000-1,500,000 บาท",เพื่อใช้ในการเดินทางท่องเที่ยว,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),"ราคาซื้อเริ่มต้น, ค่าบำรุงรักษา",4,5,5,4,2,5,5,5,5,4,4,4,5,4,4,5,3,4,5,4,4
"23/7/2026, 22:28:56",ชาย,27-30 ปี,1 คน,ต่ำกว่า ม.3,ข้าราชการ,5 คนขึ้นไป,ทาวน์โฮม / ทาวเฮาท์,เช่า,มีที่จอดรถส่วนตัว,"35,001-50,000 บาท","ไม่มี (หากตอบ ""ไม่มี"" ให้ข้ามไปตอบตอนที่ 3)",,,,,,"ความสามารถในการผ่อนชำระ, สมรรถนะในการขับขี่, รูปลักษณ์ / ดีไซน์","500,001-800,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อความสะดวกในการเดินทาง",ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,4,5,5,5,4,5,3,4,2,5,5,5,4,4,4,5,5,4,3,4
"23/7/2026, 22:28:57",หญิง,41-50 ปี,ไม่มีบุตร,ต่ำกว่า ม.3,รัฐวิสาหกิจ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"25,001-35,000 บาท",มี,ขับในเมือง,ใช้เป็นครั้งคราว,น้อยกว่า 10 กิโลเมตร,"ราคาน้ำมัน, มูลค่าการขายต่อ",รถยนต์สันดาป (ดีเซล / เบนซิน),"ค่าน้ำมัน, ค่าซ่อมบำรุง, การรับประกันและบริการหลังการขาย","500,001-800,000 บาท",เพื่อใช้ในการเดินทางไปทำงาน,ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ค่าบำรุงรักษา,4,5,5,5,5,5,3,5,4,5,5,4,5,4,5,4,5,5,5,5,5
"23/7/2026, 22:28:58",หญิง,31-40 ปี,ไม่มีบุตร,ต่ำกว่า ม.3,อาชีพอิสระ,1-2 คน,ทาวน์โฮม / ทาวเฮาท์,เป็นเจ้าของ,มีที่จอดรถส่วนตัว,"35,001-50,000 บาท",มี,ขับในเมือง,5-6 วัน / สัปดาห์,10-30 กิโลเมตร,ราคาน้ำมัน,"รถยนต์สันดาป (ดีเซล / เบนซิน), รถยนต์ไฟฟ้า (EV)",เทคโนโลยีและฟังก์ชันภายในรถ,"500,001-800,000 บาท","เพื่อใช้ในการเดินทางไปทำงาน, เพื่อหลีกเลี่ยงปัญหาจากระบบการขนส่งมวลชน",ยังไม่มีแนวโน้มที่จะซื้อ,รถยนต์สันดาป (ดีเซล / เบนซิน),ประหยัดค่าเชื้อเพลิง,4,5,5,2,5,5,4,3,4,5,5,4,4,3,2,5,4,5,5,4,4
